g1,g2,b1,b2,exp_val
"[1.5665509313170727, 1.239655479524621]","[0.06644830107142376, 0.3810792770390502]",8.43234690129552
"[1.352866025599929, 0.6453001126292548]","[0.17711160986003718, 0.4707671874298218]",8.094591973923666
"[0.950968587032586, 0.7358685494895011]","[0.43315612823369176, 0.17204858266055814]",9.347493374004452
"[1.3783383984668733, 1.3712627393371666]","[0.08597712026941437, 0.5445427266222308]",8.355675762580141
"[0.6721876173221405, 1.4066410349857001]","[0.11707857306621422, 0.3601038786412084]",8.956516936555479
"[1.4575857807195887, 0.20377898293555416]","[0.2320816194543811, 0.37963269783919906]",8.161218073774746
"[1.0783304513673073, 0.2915171561439177]","[0.1337142338645025, 0.22701859225490206]",9.030844208021959
"[0.9170054232099937, 0.5533165439430672]","[0.681244461008165, 0.4454520514324266]",7.624157258024414
"[0.6806784082777886, 0.8589850183463984]","[0.13588410266427925, 0.19374727065832548]",9.62281288911926
"[1.113708747015841, 0.9325718732953485]","[0.3427449282429945, 0.08236067226978647]",9.329578626122807
"[1.1561627017940816, 0.7712468451380349]","[0.6147018178150119, 0.7542967106006484]",7.458870043450847
"[0.6820935401037299, 1.0288008374593602]","[0.3246626882448551, 0.6421868226121838]",7.343331439107737
"[1.1872956019647913, 0.8887027866911668]","[0.3919286210379338, 0.06355514267172145]",9.022508156144381
"[0.8589850183463984, 0.2547237286694427]","[0.1272046274651723, 0.22846517145475323]",9.66159569367454
"[0.6481303762811375, 1.1080482197120758]","[0.4346027074335429, 0.33261887384403643]",10.050150750991783
"[0.938232400599114, 1.5707963267948966]","[0.2060431938570603, 0.16915542426085584]",9.688196029698311
"[0.7160567039263223, 1.3825837939446972]","[0.36227374744098517, 0.14311699866353503]",10.512745267374733
"[0.8349277773053955, 1.146256779012492]","[0.06572501147149817, 0.09971962266800034]",8.855082653314575
"[0.442936261519642, 1.048612683022539]","[0.2552268866519996, 0.43677257623331966]",9.087448576751479
"[0.48255995264599977, 0.4188790204786391]","[0.5503290434216355, 0.7622528961998297]",7.259542108801682
"[0.9368172687731726, 0.8717212047798706]","[0.30875031704649236, 0.7181322306043695]",7.421050748603262
"[0.8009646134828031, 0.2632145196250908]","[0.45051507863190565, 0.3673367746404642]",6.804931638406817
"[1.2240890294392663, 0.7641711860083281]","[0.3875888834383804, 0.24365425305319036]",8.634842937407681
"[1.1915409974426152, 0.8929481821689907]","[0.1640923970613768, 0.7846748737975227]",7.9714268960881105
"[1.3613568165555772, 0.7500198677489146]","[0.7665926337993832, 0.7058363074056346]",6.323334078949451
"[1.3839989257706387, 1.1476719108384335]","[0.3311722946441853, 0.41507388823555236]",8.175635604769155
"[0.23632701493220515, 1.057103473978187]","[0.7065595970055603, 0.7347678914026577]",6.357724774641595
"[0.7853981633974483, 0.4132184931748737]","[0.19519384985817664, 0.6291676098135234]",6.711304870007824
"[1.0245554419815361, 1.2255041612652076]","[0.5004220610267706, 0.684860909007793]",7.418561120009587
"[0.19387306015396472, 1.0217251783296535]","[0.2747557058499902, 0.3601038786412084]",9.703843640975265
"[1.2962607525622751, 0.24481780588785323]","[0.2689693890505856, 0.41435059863562673]",7.939310155559644
"[0.28019610153638697, 0.8561547546945157]","[0.18145134745959066, 0.7282582850033276]",6.431149142009251
"[0.5278441710761229, 0.9552139825104101]","[0.5148878530252821, 0.38252585623890134]",9.931610770222823
"[0.6495455081070789, 1.320317993603278]","[0.1076758082671817, 0.4237533634346593]",8.703388985159819
"[1.3670173438593425, 1.4236226168969963]","[0.7036664386058579, 0.6226580034141932]",8.122339106897511
"[0.36085861561504384, 1.3712627393371666]","[0.5727510210193283, 0.36082716824113403]",9.565592545237958
"[1.0061587282442988, 0.3721796702225746]","[0.3130900546460459, 0.4273698114342872]",7.619439642228285
"[0.8504942273907503, 0.6438849808033135]","[0.5691345730197004, 0.542372857822454]",8.229257074781914
"[0.3721796702225746, 0.5915251032434836]","[0.12503475866539557, 0.26245978265125536]",10.190268248786976
"[0.4075579658711083, 0.36227374744098517]","[0.7796118465980436, 0.26173649305132984]",7.961075514585032
"[0.24906320136567728, 0.9523837188585275]","[0.491019296227738, 0.20893635225676263]",10.543237772386219
"[0.2957625516217418, 1.3783383984668733]","[0.28922149784850176, 0.30441057944693894]",9.738422218654495
"[1.2481462704802693, 0.6198277397623105]","[0.38614230423852924, 0.20098016665758126]",8.533247785745036
"[0.5490711484652431, 1.2906002252585096]","[0.369506643440241, 0.4801699522288544]",8.792683105754847
"[1.5269272401907148, 0.4896356117757065]","[0.2856050498488739, 0.7181322306043695]",8.35351279219555
"[0.8519093592166916, 1.0740850558894834]","[0.4063944130364454, 0.323216109045004]",9.691550278559758
"[0.8320975136535128, 1.3882443212484628]","[0.30079413144731104, 0.17783489945996278]",10.192659978184274
"[0.592940235069425, 1.1405962517087267]","[0.4092875714361477, 0.5864935234179143]",7.744598571548397
"[0.9354021369472313, 1.0188949146777708]","[0.5597318082206679, 0.24003780505356248]",9.493661767025992
"[0.7670014496602108, 0.49388100725353057]","[0.6675019586095791, 0.22412543385519976]",7.545217093532945
"[1.0132343873740055, 0.9410626642509966]","[0.3492545346423247, 0.3593805890412828]",8.984148602108988
"[0.9240810823397004, 1.149087042664375]","[0.15107318426271638, 0.24003780505356248]",9.240590309846803
"[1.494379208194064, 1.376923266640932]","[0.19664042905802778, 0.2646296514510321]",8.221781312574704
"[0.8632304138242225, 0.6481303762811375]","[0.7094527554052625, 0.5279070658239425]",8.331540198713604
"[1.1816350746610258, 1.543908822102011]","[0.2161692482560184, 0.5134412738254309]",8.21108292873061
"[0.9368172687731726, 0.6056764215028971]","[0.5213974594246124, 0.24510083225304152]",8.54079921904301
"[0.812285668090334, 0.7089810447966155]","[0.5430961474223797, 0.676181433808686]",7.908156123021147
"[1.5085305264534774, 0.32972571544433416]","[0.3564874306415805, 0.7709323713989367]",8.39461722295495
"[1.2778640388250375, 0.7287928903597943]","[0.38252585623890134, 0.3875888834383804]",8.259569683266443
"[0.42029415230458045, 0.37784019752634]","[0.1532430530624931, 0.7448939458016158]",5.736480134230813
"[1.5665509313170727, 0.42029415230458045]","[0.3890354626382315, 0.16843213466093027]",8.119180324951685
"[0.573128389506246, 0.6849238037556126]","[0.3109201858462691, 0.6320607682132257]",6.9479671038368185
"[0.24906320136567728, 0.20519411476149552]","[0.578537337818733, 0.15613621146219542]",8.827999886805546
"[1.202862052050146, 0.8434185682610436]","[0.7832282945976715, 0.3738463810397944]",7.193604082025379
"[1.1363508562309028, 0.9764409598995304]","[0.12648133786524673, 0.295731104247832]",8.630356177511135
"[1.4377739351564098, 1.0330462329371843]","[0.7731022401987134, 0.7658693441994576]",7.064490279928181
"[0.8377580409572782, 1.1094633515380172]","[0.4056711234365198, 0.31453663384589703]",9.776311194800783
"[1.2693732478693895, 1.5693811949689553]","[0.2154459586560928, 0.37890940823927344]",8.464605480489103
"[0.8632304138242225, 0.4542573161271728]","[0.18434450585929296, 0.3174297922455993]",9.052521587926075
"[1.5297575038425975, 1.3953199803781695]","[0.13443752346442808, 0.7362144706025089]",8.218967823499812
"[1.0684245285857181, 1.3953199803781695]","[0.5857702338179888, 0.5524989122214121]",8.032837916787921
"[0.16415529180919639, 0.3410467700518649]","[0.31453663384589703, 0.6060223426159049]",7.993852856544087
"[0.7811527679196243, 1.2976758843882163]","[0.44400547223257547, 0.7152390722046672]",6.577684751357554
"[0.3962369112635775, 1.3797535302928146]","[0.542372857822454, 0.18796095385892087]",10.149374286168332
"[0.23491188310626382, 1.3670173438593425]","[0.11563199386636305, 0.6884773570074207]",8.00191408428389
"[0.3353862427480996, 0.8773817320836359]","[0.3485312450423992, 0.11346212506658632]",10.539556956026717
"[1.3457903664702222, 1.4561706488936474]","[0.6016826050163514, 0.6306141890133745]",7.966874067459287
"[0.36085861561504384, 1.3613568165555772]","[0.43677257623331966, 0.13226765466465135]",10.414318565335137
"[1.3372995755145742, 0.5759586531581288]","[0.7485103938012437, 0.5177810114249844]",6.32265931872435
"[0.5547316757690086, 1.3910745849003454]","[0.07657435547038186, 0.5669647042199237]",8.35047962693756
"[1.0712547922376006, 1.454755517067706]","[0.6566526146106954, 0.2711392578503623]",8.371285262114625
"[0.9552139825104101, 0.4457665251715247]","[0.48306311062855667, 0.5720277314194028]",6.969908637592847
"[1.4108864304635242, 1.250976534132152]","[0.10188949146777708, 0.7593597378001274]",8.132711393556198
"[1.05993373763007, 0.16840068728702046]","[0.6291676098135234, 0.2848817602489483]",5.840334447322482
"[0.6721876173221405, 0.7500198677489146]","[0.18506779545921853, 0.4664274498302684]",8.492467507096908
"[0.8858725230392841, 0.442936261519642]","[0.11490870426643748, 0.46425758103049164]",8.334089880219084
"[0.4655783707347036, 1.4674917035011783]","[0.09031685786896783, 0.671118406609207]",8.260858741729747
"[0.788228427049331, 0.9240810823397004]","[0.33044900504425967, 0.7029431490059324]",7.144730380601108
"[0.191042796502082, 1.2113528430057943]","[0.21472266905616724, 0.43604928663339415]",8.920869040725371
"[1.2325798203949143, 1.4278680123748204]","[0.5170577218250588, 0.5459893058220819]",8.057612488927164
"[0.7868132952233896, 0.8618152819982812]","[0.15613621146219542, 0.33695861144358996]",9.095257942846963
"[1.2071074475279702, 0.8660606774761052]","[0.49608232342721703, 0.3022407106471622]",8.685482320385075
"[0.812285668090334, 0.5490711484652431]","[0.6841376194078673, 0.4563013954313103]",7.998684851098055
"[0.30283821075144857, 1.4759824944568263]","[0.5004220610267706, 0.28705162904872505]",9.836452505146681
"[1.4108864304635242, 1.3599416847296357]","[0.2827118914491716, 0.14890331546293967]",8.48294538457036
"[0.7033205174928501, 0.36085861561504384]","[0.23425148825415784, 0.2559501762519252]",9.631691205112299
"[0.21934543302090898, 1.0457824193706564]","[0.684860909007793, 0.6212114242143421]",7.703106965970791
"[0.6424698489773721, 0.38916125213387076]","[0.47149047702974745, 0.7716556609988623]",6.532464591249974
"[1.4490949897639407, 0.3764250657003987]","[0.0816373826698609, 0.5170577218250588]",8.21561076658887
"[0.23349675128032246, 1.2580521932618587]","[0.17711160986003718, 0.2646296514510321]",9.387949515210519
"[0.5122777209907681, 1.235410084046797]","[0.4953590338272915, 0.17421845146033488]",10.505453384119507
"[0.4967112709054132, 1.5240969765388321]","[0.30658044824671565, 0.14311699866353503]",10.505480703125597
"[1.5212667128869495, 0.779737636093683]","[0.5380331202229006, 0.3492545346423247]",8.063931595831304
"[1.13352059257902, 0.3000079470995658]","[0.36227374744098517, 0.2979009730476087]",7.967972462774394
"[1.4604160443714715, 1.4349436715045272]","[0.6204881346144164, 0.23786793625378574]",8.307088810439758
"[0.5250139074242401, 0.16557042363513774]","[0.6458032706118116, 0.2226788546553486]",6.639123283427614
"[0.9764409598995304, 0.6707724854961991]","[0.48595626902825895, 0.17638832026011161]",8.939208367608789
"[0.8320975136535128, 0.22500596032467438]","[0.6580991938105465, 0.6060223426159049]",6.079470130504652
"[0.4330303387380526, 1.1306903289271373]","[0.4194136258351058, 0.27403241625006464]",10.508866139338197
"[0.23349675128032246, 0.9099297640802869]","[0.5488824642217842, 0.643633401812035]",7.395381250718991
"[0.42312441595646316, 1.1830502064869672]","[0.7036664386058579, 0.4136273090357012]",9.413789256980548
"[0.6113369488066625, 1.316072598125454]","[0.2552268866519996, 0.5980661570167235]",7.883111326110444
"[0.8504942273907503, 1.2056923157020287]","[0.24076109465348805, 0.09321001626867015]",10.074721624026973
"[0.5136928528167095, 1.2071074475279702]","[0.5734743106192539, 0.1865143746590697]",10.177118869464065
"[1.0981422969304862, 1.4151318259413483]","[0.7239185474037741, 0.4982521922269938]",8.35220087414274
"[1.5226818447128907, 0.8094554044384512]","[0.369506643440241, 0.4693206082299707]",8.04323944043333
"[0.17123095093890314, 0.22076056484685033]","[0.62482787221397, 0.2827118914491716]",8.801733068259932
"[1.3839989257706387, 0.4033125703932843]","[0.7506802626010205, 0.4027779650368175]",6.520077650198109
"[0.747189604097032, 1.3429601028183396]","[0.18434450585929296, 0.45774797463116146]",8.767664330775773
"[0.7316231540116771, 0.6141672124585451]","[0.5119946946255798, 0.08670040986933994]",9.286746306366892
"[0.8221915908719234, 1.5665509313170727]","[0.48161653142870553, 0.22050898585557185]",9.645805621274647
"[0.5957704987213077, 0.7174718357522636]","[0.4693206082299707, 0.42881639063413834]",9.038753067247487
"[1.5368331629723042, 0.8193613272200406]","[0.36806006424038973, 0.6103620802154583]",8.16896495879503
"[0.6070915533288384, 0.26604478327697345]","[0.28922149784850176, 0.40133138583696637]",8.082981102140197
"[1.340129839166457, 0.9028541049505803]","[0.3492545346423247, 0.18579108505914413]",8.508388428135685
"[1.5269272401907148, 1.2750337751731549]","[0.4982521922269938, 0.783951584197597]",8.127907390335926
"[0.9438929279028794, 0.5122777209907681]","[0.46425758103049164, 0.18796095385892087]",8.662175302082737
"[0.15990989633137234, 1.0684245285857181]","[0.6725649858090581, 0.3456380866426969]",9.904032602191743
"[1.1575778336200229, 0.2957625516217418]","[0.2877749186486506, 0.27186254745028793]",8.403600862039156
"[0.6070915533288384, 0.5235987755982989]","[0.2979009730476087, 0.7181322306043695]",6.043712322078484
"[0.588694839591601, 1.0585186058041285]","[0.7448939458016158, 0.2537803074521484]",9.399854110854116
"[1.3330541800367501, 0.5448257529874191]","[0.45702468503123583, 0.5597318082206679]",7.901727966436321
"[0.9764409598995304, 1.057103473978187]","[0.5228440386244635, 0.4244766530345848]",9.16615548415828
"[0.30283821075144857, 1.4193772214191724]","[0.3492545346423247, 0.49246587542758913]",8.705374057628699
"[0.8462488319129263, 1.3132423344735713]","[0.4338794178336174, 0.1467334466631629]",10.067129753750171
"[0.37784019752634, 0.7302080221857358]","[0.7369377602024345, 0.47872337302900325]",9.84903107822
"[0.6240731352401345, 1.1972015247463808]","[0.3521476930420271, 0.44255889303272433]",9.116024408145696
"[0.8519093592166916, 0.31840466083680335]","[0.7723789505987878, 0.6508662978112907]",7.288354069944898
"[0.4669935025606449, 1.4773976262827677]","[0.537309830622975, 0.10261278106770266]",9.880264618809765
"[1.0613488694560114, 0.3226500563146274]","[0.2262953026549765, 0.7239185474037741]",6.824080821185608
"[0.8646455456501638, 1.3556962892518116]","[0.2487172802526694, 0.6638855106099512]",7.5404029456683235
"[0.6000158941991317, 1.3953199803781695]","[0.14818002586301407, 0.5619016770204447]",8.341477427203639
"[0.783983031571507, 1.320317993603278]","[0.2841584706490227, 0.7448939458016158]",6.9608847078593605
"[1.0556883421522458, 1.393904848552228]","[0.09827304346814919, 0.2429309634532648]",8.916658800933405
"[0.26745991510291484, 1.0797455831932488]","[0.3948217794376362, 0.2986242626475343]",10.258881699419803
"[0.5844494441137769, 0.49105074360164785]","[0.33623532184366434, 0.564794835420147]",7.040892348058507
"[0.5108625891648267, 1.279279170650979]","[0.18289792665944182, 0.7593597378001274]",7.41599138675703
"[0.6169974761104279, 0.20943951023931956]","[0.2653529410509577, 0.27620228504984135]",9.37494263206739
"[0.9764409598995304, 0.5787889168100114]","[0.7376610498023601, 0.16264581786152563]",6.860369105026743
"[1.5085305264534774, 0.2872717606660937]","[0.23642135705393458, 0.6617156418101744]",8.33463895102077
"[0.21793030119496765, 1.0613488694560114]","[0.6255511618138955, 0.2667995202508089]",10.233486358170207
"[0.5986007623731904, 0.9099297640802869]","[0.22991175065460437, 0.2060431938570603]",10.221968282623546
"[0.8575698865204571, 0.9325718732953485]","[0.6559293250107697, 0.6718416962091325]",8.032058706357608
"[1.1957863929204393, 0.8802119957355187]","[0.5134412738254309, 0.5380331202229006]",8.330738048303445
"[0.6891691992334367, 1.4009805076819348]","[0.477276793829152, 0.20531990425713473]",10.197751038866931
"[0.8519093592166916, 0.19528819197990605]","[0.3449147970427713, 0.6935403842068998]",5.217420452166437
"[1.0104041237221226, 0.7655863178342694]","[0.15830608026197215, 0.41435059863562673]",8.471263657647247
"[1.2722035115212722, 1.4929640763681225]","[0.48884942742796134, 0.48667955862818457]",8.203217320439254
"[1.0641791331078938, 0.6283185307179586]","[0.36444361624076194, 0.6957102530066765]",7.590158634360891
"[0.2136849057171436, 1.113708747015841]","[0.39771493783733847, 0.35504085144172937]",9.849137031458799
"[1.5269272401907148, 0.30283821075144857]","[0.10550593946740497, 0.203150035457358]",8.114528701977406
"[0.4273698114342872, 0.39906717491546023]","[0.528630355423868, 0.07874422427015859]",9.434150452821823
"[0.25755399232132536, 0.9297416096434659]","[0.5705811522195515, 0.3535942722418782]",10.240232970580307
"[0.5490711484652431, 1.3372995755145742]","[0.7680392129992344, 0.2986242626475343]",8.52387622938928
"[1.263712720565624, 0.7047356493187915]","[0.5358632514231239, 0.14528686746331176]",8.342559206485976
"[0.3835007248301054, 0.3410467700518649]","[0.7564665794004252, 0.07585106587045627]",7.610664224718876
"[1.2580521932618587, 1.3981502440300522]","[0.3955450690375617, 0.6747348546088348]",7.696890903566411
"[0.5066171936870028, 0.7160567039263223]","[0.778888556998118, 0.7564665794004252]",7.816069563895511
"[0.20943951023931956, 0.8151159317422166]","[0.19157740185854874, 0.6617156418101744]",7.034146320538313
"[0.5052020618610613, 1.2962607525622751]","[0.2783721538496181, 0.09971962266800034]",10.499487054778927
"[0.3254803199665101, 0.7726619769639762]","[0.32249281944507835, 0.48523297942833343]",8.743456031524001
"[1.4505101215898821, 1.3542811574258704]","[0.7492336834011694, 0.6147018178150119]",8.034064958877284
"[0.1669855554610791, 0.6226580034141933]","[0.37456967063972, 0.5430961474223797]",8.56911213594375
"[0.9806863553773544, 0.5872797077656595]","[0.4049478338365943, 0.7152390722046672]",7.352915844249769
"[0.33963163822592357, 0.6056764215028971]","[0.5336933826233471, 0.36806006424038973]",9.733210497787482
"[1.4929640763681225, 1.0641791331078938]","[0.26607623065088326, 0.2125528002563905]",8.176036902418312
"[0.6636968263664924, 1.405225903159759]","[0.7506802626010205, 0.7477871042013182]",6.626098172264854
"[1.2750337751731549, 0.5066171936870028]","[0.19881029785780452, 0.1800047682597395]",8.58460042849268
"[0.6141672124585451, 0.25047833319161866]","[0.4418356034327987, 0.07223461787082838]",9.609537986306687
"[0.5122777209907681, 0.7033205174928501]","[0.770209081799011, 0.15541292186226985]",8.424491608039464
"[1.0387067602409497, 0.6806784082777886]","[0.33044900504425967, 0.23931451545363688]",9.043947073948724
"[0.3254803199665101, 0.6028461578510144]","[0.07874422427015859, 0.7224719682039229]",6.418617583504059
"[0.23349675128032246, 1.4689068353271195]","[0.08742369946926552, 0.3991615170371896]",8.46868079397595
"[0.7132264402744396, 1.5057002628015945]","[0.4743836354294497, 0.5893866818176166]",7.3798930828496605
"[1.3019212798660404, 0.7401139449673252]","[0.4165204674354035, 0.5336933826233471]",8.13520765981482
"[1.3429601028183396, 0.633979058021724]","[0.6718416962091325, 0.5054850882262496]",7.085538994077325
"[0.27453557423262154, 0.8009646134828031]","[0.4599178434309382, 0.6016826050163514]",7.781711353933565
"[1.1066330878861343, 0.6651119581924337]","[0.46859731863004506, 0.5633482562202958]",7.967690630650201
"[1.0811607150191902, 0.5943553668953663]","[0.44400547223257547, 0.5937264194171701]",7.699043038496985
"[1.1363508562309028, 0.779737636093683]","[0.5445427266222308, 0.7412774978019879]",7.759593496789099
"[0.6849238037556126, 0.9523837188585275]","[0.708729465805337, 0.6841376194078673]",7.86532256507935
"[1.4377739351564098, 0.8575698865204571]","[0.6501430082113652, 0.20098016665758126]",7.997994231938987
"[0.8802119957355187, 0.18113687372049259]","[0.4317095490338406, 0.3022407106471622]",7.086925680013978
"[1.3825837939446972, 0.658036299062727]","[0.6523128770111419, 0.5626249666203702]",7.205904077510587
"[1.0146495191999467, 0.8915330503430494]","[0.33044900504425967, 0.7687625025991599]",7.519947817178131
"[0.625488267066076, 1.4773976262827677]","[0.4519616578317568, 0.4946357442273659]",8.417390322567961
"[0.573128389506246, 0.9552139825104101]","[0.5488824642217842, 0.22846517145475323]",10.309634923859878
"[0.5702981258543633, 1.1547475699681402]","[0.5814304962184352, 0.23135832985445554]",10.189731445729528
"[1.2495614023062105, 0.6212428715882519]","[0.46498087063041726, 0.5148878530252821]",7.965970644869203
"[0.8802119957355187, 0.44718165699746604]","[0.6060223426159049, 0.6154251074149374]",7.208109525938971
"[0.8731363366058119, 0.759925790530504]","[0.37529296023964553, 0.2667995202508089]",9.435247644433144
"[1.3429601028183396, 0.37925532935228135]","[0.6421868226121838, 0.44255889303272433]",6.969700171991699
"[0.8773817320836359, 0.8688909411279878]","[0.41435059863562673, 0.6725649858090581]",7.614145443640794
"[1.2382403476986799, 0.6750178809740232]","[0.24076109465348805, 0.7145157826047416]",7.962835531391191
"[1.2778640388250375, 1.5212667128869495]","[0.7072828866054858, 0.7456172354015415]",7.87609016434734
"[0.9198356868618764, 0.48822047994976514]","[0.48161653142870553, 0.06644830107142376]",8.966845993798442
"[0.4768994253422344, 0.3721796702225746]","[0.5177810114249844, 0.06283185307179587]",9.421253919336301
"[0.9254962141656418, 0.8929481821689907]","[0.309473606646418, 0.3391284802433666]",9.160448394920417
"[0.970780432595765, 1.0825758468451314]","[0.48667955862818457, 0.5597318082206679]",8.374364526490933
"[0.19387306015396472, 0.8405883046091609]","[0.5054850882262496, 0.15107318426271638]",10.307327748693664
"[0.19811845563178876, 1.5184364492350668]","[0.4121807298358501, 0.13516081306435368]",9.657840336471065
"[0.788228427049331, 0.4344454705639939]","[0.5937264194171701, 0.44617534103235224]",7.227925012690358
"[1.2339949522208558, 0.849079095564809]","[0.4056711234365198, 0.6660553794097279]",8.06186766734193
"[1.0755001877154249, 0.7160567039263223]","[0.6118086594153095, 0.5980661570167235]",7.918941194193509
"[0.8547396228685744, 0.653790903584903]","[0.2711392578503623, 0.7065595970055603]",7.003643202121579
"[1.1023876924083105, 0.9693653007698236]","[0.5177810114249844, 0.11780186266613979]",8.92973350911563
"[1.166068624575671, 1.0797455831932488]","[0.19664042905802778, 0.37312309143986877]",8.540346957477396
"[0.759925790530504, 1.2990910162141578]","[0.309473606646418, 0.5163344322251333]",8.373419565124815
"[1.2495614023062105, 0.47123889803846897]","[0.4599178434309382, 0.5481591746218587]",7.604494009230012
"[1.3061666753438645, 0.442936261519642]","[0.3991615170371896, 0.30513386904686446]",8.056663550423366
"[0.45001192064934875, 0.30283821075144857]","[0.5633482562202958, 0.4548548162314592]",7.402353688626525
"[1.279279170650979, 1.1420113835346681]","[0.5177810114249844, 0.2559501762519252]",8.707099378646689
"[0.6056764215028971, 0.47265402986441035]","[0.12937449626494904, 0.7094527554052625]",6.288702734944244
"[1.0896515059748382, 1.2566370614359172]","[0.6913705154071231, 0.7311514434030298]",7.477931398966682
"[0.4075579658711083, 1.483058153586533]","[0.3109201858462691, 0.6523128770111419]",7.5579298731310445
"[1.0259705738074776, 0.5858645759397182]","[0.19157740185854874, 0.7767186881983413]",7.480761869264428
"[0.8986087094727562, 0.3665191429188092]","[0.39626835863748733, 0.13950055066390715]",9.101617211562914
"[1.2155982384836181, 0.6863389355815539]","[0.5076549570260264, 0.4302629698339895]",8.159152521838108
"[0.16415529180919639, 0.3226500563146274]","[0.4939124546274404, 0.7803351361979692]",7.063948626846191
"[0.3424619018778063, 0.1669855554610791]","[0.16119923866167446, 0.6884773570074207]",6.7169019759119335
"[0.4372757342158766, 1.38541405759658]","[0.4671507394301939, 0.2523337282522973]",10.35030086824519
"[0.9905922781589438, 0.18396713737237527]","[0.13226765466465135, 0.5025919298265473]",7.819873631813972
"[0.9297416096434659, 1.3118272026476299]","[0.3485312450423992, 0.3528709826419526]",9.30991427192112
"[1.2325798203949143, 0.18255200554643392]","[0.4302629698339895, 0.2747557058499902]",7.626998689156865
"[1.2439008750024452, 0.9438929279028794]","[0.5901099714175422, 0.34708466584254805]",8.530159786375028
"[1.320317993603278, 1.5170213174091254]","[0.6689485378094302, 0.4418356034327987]",8.242252164976335
"[0.3254803199665101, 1.519851581061008]","[0.47149047702974745, 0.27981873304946925]",9.90398412564778
"[1.1405962517087267, 1.4802278899346504]","[0.5148878530252821, 0.18796095385892087]",8.882477905541753
"[0.30708360622927255, 0.658036299062727]","[0.5662414146199981, 0.2790954434495437]",10.213261605605588
"[1.0457824193706564, 1.100972560582369]","[0.3101968962463435, 0.6175949762147142]",7.830148747526948
"[0.7712468451380349, 0.1995335874577301]","[0.16192252826160003, 0.20893635225676263]",9.954674006981337
"[1.0188949146777708, 1.5665509313170727]","[0.1872376642589953, 0.6913705154071231]",7.771080827928364
"[0.8420034364351022, 0.7089810447966155]","[0.20821306265683703, 0.29283794584812967]",9.294470795216712
"[0.7486047359229733, 0.8674758093020465]","[0.10622922906733054, 0.3073037378466412]",9.017231501893242
"[0.26887504692885617, 1.0288008374593602]","[0.3116434754461947, 0.7528501314007973]",6.21178058356358
